customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,st,customer lifetime value,monthly premium auto,number of open complaints,total claim amount,policy type,vehicle class
WS68402,Oregon,M,Bachelor,,0,,,,,,,2349.957291,70.0,0,716.67276,Special Auto,Four-Door Car
ND43316,Oregon,M,High School or Below,,27782,,,,,,,4027.703503,103.0,0,517.100887,Personal Auto,SUV
HW94513,Nevada,M,High School or Below,,67197,,,,,,,8481.310791,74.0,3,275.608537,Personal Auto,Two-Door Car
ZS72533,Oregon,M,High School or Below,,86451,,,,,,,5191.446028,65.0,0,7.793078,Personal Auto,Two-Door Car
RZ97154,Arizona,M,Bachelor,,56768,,,,,,,3572.49065,92.0,0,441.6,Personal Auto,Two-Door Car
LK73198,Washington,F,High School or Below,,55593,,,,,,,4869.240839,61.0,0,9.050204,Personal Auto,Four-Door Car
RS29507,Arizona,F,Bachelor,,0,,,,,,,10395.70939,95.0,0,337.79769,Personal Auto,Four-Door Car
XJ39660,Oregon,F,Bachelor,,66203,,,,,,,5297.918924,66.0,0,130.697268,Personal Auto,Four-Door Car
PK47936,Washington,F,High School or Below,,25806,,,,,,,8750.710415,110.0,0,528.0,Personal Auto,Four-Door Car
EU95973,California,F,Bachelor,,22978,,,,,,,14941.90379,190.0,0,912.0,Personal Auto,Luxury Car
OU40102,Oregon,F,High School or Below,,22081,,,,,,,6503.397049,84.0,0,451.670309,Special Auto,Two-Door Car
RC67125,Arizona,F,College,,96506,,,,,,,10110.96161,124.0,0,504.513989,Corporate Auto,SUV
NK53902,Oregon,M,High School or Below,,23235,,,,,,,6459.640843,82.0,0,483.482031,Personal Auto,Four-Door Car
RH70599,Arizona,M,Bachelor,,40506,,,,,,,2769.252177,70.0,0,113.724707,Personal Auto,Four-Door Car
RR64429,California,M,High School or Below,,0,,,,,,,6778.84457,96.0,0,460.8,Personal Auto,Four-Door Car
IW99237,Oregon,M,Bachelor,,0,,,,,,,4492.518464,65.0,0,312.0,Personal Auto,Two-Door Car
PZ94965,California,F,High School or Below,,79955,,,,,,,5733.213979,71.0,0,142.932303,Personal Auto,Four-Door Car
PV77228,Arizona,M,College,,62873,,,,,,,3230.576665,81.0,0,207.75186,Corporate Auto,Four-Door Car
EX63393,California,F,Master,,66947,,,,,,,6314.492009,78.0,0,374.4,Personal Auto,Four-Door Car
QV26574,Washington,M,College,,25646,,,,,,,6013.73829,83.0,1,377.917394,Personal Auto,Four-Door Car
ZL29593,Arizona,F,College,,0,,,,,,,2180.084066,64.0,0,460.8,Personal Auto,Four-Door Car
TU67471,Washington,F,High School or Below,,92766,,,,,,,20096.89337,71.0,0,379.029102,Personal Auto,Two-Door Car
FD45309,Oregon,M,High School or Below,,0,,,,,,,5568.947534,79.0,1,407.440238,Personal Auto,Two-Door Car
AH58807,Arizona,F,College,,84650,,,,,,,51426.24815,185.0,3,660.474274,Personal Auto,Luxury Car
CX58204,Nevada,F,High School or Below,,13050,,,,,,,8079.833042,102.0,0,734.4,Personal Auto,SUV
TE35954,Arizona,M,College,,56342,,,,,,,2674.730716,69.0,0,331.2,Personal Auto,Four-Door Car
XO70106,Oregon,M,Bachelor,,58781,,,,,,,12421.86213,106.0,0,502.46107,Personal Auto,SUV
OW20992,California,M,High School or Below,,0,,,,,,,2311.118403,68.0,0,489.6,Personal Auto,Four-Door Car
JV44724,Arizona,M,Bachelor,,0,,,,,,,10255.80275,102.0,0,734.4,Personal Auto,Sports Car
PI96349,California,M,College,,0,,,,,,,22103.5072,102.0,0,489.6,Personal Auto,SUV
NA82031,Washington,F,College,,71809,,,,,,,2962.982516,74.0,0,78.248458,Corporate Auto,Four-Door Car
YH86106,Arizona,M,Bachelor,,40238,,,,,,,5764.862315,73.0,1,350.4,Personal Auto,Four-Door Car
DI82448,California,M,Bachelor,,0,,,,,,,4700.421406,70.0,0,504.0,Personal Auto,Four-Door Car
HL97125,Nevada,F,High School or Below,,76157,,,,,,,4669.22664,116.0,0,556.8,Personal Auto,Two-Door Car
NB18234,Nevada,F,College,,30514,,,,,,,5384.015304,72.0,2,154.049617,Personal Auto,Four-Door Car
KH53118,California,F,Bachelor,,44485,,,,,,,7505.768149,62.0,0,79.893853,Special Auto,Four-Door Car
UX94928,Arizona,M,High School or Below,,50941,,,,,,,10551.1476,69.0,0,331.2,Personal Auto,Four-Door Car
HO94329,Arizona,M,College,,53105,,,,,,,25900.19716,110.0,0,365.361427,Corporate Auto,SUV
LW64678,California,F,Master,,25167,,,,,,,51016.06704,140.0,0,422.494292,Personal Auto,SUV
CE11308,Washington,M,College,,30244,,,,,,,3575.04124,92.0,0,383.110633,Personal Auto,Four-Door Car
DC46685,California,F,College,,25370,,,,,,,11638.89947,102.0,0,489.6,Corporate Auto,Sports Car
LM69036,Oregon,M,Master,,0,,,,,,,14050.17358,73.0,1,350.4,Corporate Auto,Four-Door Car
MM83308,Arizona,M,High School or Below,,69202,,,,,,,2379.825871,61.0,0,292.8,Personal Auto,Two-Door Car
GL33494,Oregon,F,Master,,31530,,,,,,,5460.373249,69.0,1,331.2,Personal Auto,Two-Door Car
BH61054,California,F,College,,61040,,,,,,,6269.592055,78.0,0,391.942636,Personal Auto,Two-Door Car
OJ77448,Arizona,F,Bachelor,,85185,,,,,,,8709.847614,107.0,0,166.502804,Corporate Auto,SUV
IN10489,Nevada,F,Master,,78772,,,,,,,5024.777578,62.0,0,86.274545,Personal Auto,Four-Door Car
FY32647,California,M,College,,0,,,,,,,12515.18061,63.0,0,577.57549,Special Auto,Two-Door Car
YP17198,Oregon,M,Master,,99241,,,,,,,22325.82746,70.0,0,48.304125,Corporate Auto,Four-Door Car
RB79317,Arizona,F,Bachelor,,0,,,,,,,3059.056323,83.0,0,197.498882,Personal Auto,Two-Door Car
IE49043,Nevada,F,College,,21114,,,,,,,6698.974274,180.0,0,864.0,Personal Auto,Luxury Car
ZL82075,Nevada,M,Master,,56005,,,,,,,5479.555081,68.0,1,326.4,Corporate Auto,Four-Door Car
DV24592,Oregon,F,College,,63860,,,,,,,2472.469209,62.0,0,208.598246,Personal Auto,Four-Door Car
XF89906,Arizona,M,High School or Below,,29295,,,,,,,58207.12842,219.0,0,1328.839129,Personal Auto,Luxury SUV
AD71478,Arizona,M,High School or Below,,54339,,,,,,,3430.316936,86.0,0,10.478305,Personal Auto,Four-Door Car
SE15781,California,F,Bachelor,,0,,,,,,,2396.219292,66.0,2,433.160284,Corporate Auto,Four-Door Car
YG71375,Nevada,F,College,,98078,,,,,,,5964.345179,73.0,0,418.689402,Personal Auto,Four-Door Car
KH95802,Arizona,M,College,,20592,,,,,,,2605.599527,71.0,1,195.153339,Personal Auto,Two-Door Car
FW16824,Oregon,M,High School or Below,,72805,,,,,,,4758.19231,62.0,4,365.466805,Corporate Auto,Four-Door Car
FK17363,Washington,F,High School or Below,,55645,,,,,,,5154.051492,129.0,0,619.2,Personal Auto,SUV
DK66277,California,M,High School or Below,,98859,,,,,,,2805.176489,70.0,0,504.0,Personal Auto,Four-Door Car
FX67699,Oregon,F,High School or Below,,0,,,,,,,4250.282624,61.0,1,292.8,Corporate Auto,Four-Door Car
LC92080,Oregon,M,College,,23541,,,,,,,7247.736708,62.0,0,98.923871,Personal Auto,Two-Door Car
CQ57225,California,M,Bachelor,,0,,,,,,,5008.789971,73.0,0,350.4,Corporate Auto,Two-Door Car
AM53473,Arizona,F,Bachelor,,60087,,,,,,,5821.787383,74.0,0,355.2,Special Auto,Four-Door Car
TE50227,Arizona,M,College,,0,,,,,,,18898.32653,132.0,0,1405.292809,Personal Auto,SUV
IS45756,Arizona,F,College,,48938,,,,,,,4756.913057,121.0,0,580.8,Personal Auto,SUV
QA71190,California,F,Bachelor,,31506,,,,,,,8083.917906,102.0,0,601.074585,Personal Auto,Four-Door Car
LD53393,California,M,Bachelor,,67454,,,,,,,7417.406267,185.0,0,1332.0,Personal Auto,Luxury Car
JO35068,Nevada,M,Bachelor,,18608,,,,,,,2538.62632,71.0,0,340.8,Personal Auto,Four-Door Car
EC71857,Washington,F,Doctor,,28519,,,,,,,2432.958093,61.0,0,111.865326,Personal Auto,Four-Door Car
LB19360,Nevada,F,Master,,29462,,,,,,,4170.687348,107.0,1,513.6,Personal Auto,SUV
RM70340,Oregon,M,High School or Below,,0,,,,,,,2489.662064,74.0,0,532.8,Corporate Auto,Four-Door Car
YL34043,Nevada,F,Bachelor,,58300,,,,,,,3758.950734,94.0,0,24.04838,Personal Auto,Four-Door Car
BQ88033,Oregon,M,College,,82554,,,,,,,42389.00791,132.0,0,154.749492,Personal Auto,Sports Car
SG46572,California,F,High School or Below,,0,,,,,,,29830.38714,102.0,0,489.6,Personal Auto,Sports Car
LT94367,California,M,College,,0,,,,,,,26134.90739,111.0,0,673.262794,Personal Auto,Sports Car
FV83989,Arizona,M,Bachelor,,29735,,,,,,,2453.570794,69.0,0,331.2,Personal Auto,Four-Door Car
WO80705,Arizona,F,Bachelor,,50738,,,,,,,2855.925747,71.0,0,344.470631,Personal Auto,Four-Door Car
CT51200,Oregon,F,High School or Below,,65709,,,,,,,5771.610372,72.0,0,12.945127,Corporate Auto,Four-Door Car
IX65163,California,M,College,,0,,,,,,,8098.51111,123.0,0,885.6,Personal Auto,SUV
AP32891,Arizona,M,High School or Below,,0,,,,,,,3432.961074,95.0,0,456.0,Personal Auto,Four-Door Car
AY29281,Arizona,F,Bachelor,,0,,,,,,,9408.343519,85.0,0,408.0,Corporate Auto,Four-Door Car
UK18731,California,F,Bachelor,,19651,,,,,,,5595.971365,72.0,0,345.6,Personal Auto,Two-Door Car
JT32550,Washington,M,High School or Below,,0,,,,,,,7260.833833,72.0,0,744.026708,Personal Auto,Four-Door Car
MT91823,Arizona,F,College,,69693,,,,,,,13438.04189,112.0,1,537.6,Special Auto,Sports Car
FI11096,Arizona,F,High School or Below,,0,,,,,,,7324.285428,104.0,0,1114.092784,Special Auto,SUV
QF13998,California,F,College,,0,,,,,,,2357.801509,65.0,1,294.502382,Personal Auto,Four-Door Car
BC35753,Arizona,F,College,,45525,,,,,,,2671.295549,66.0,0,316.8,Personal Auto,Two-Door Car
LX74249,Oregon,F,Bachelor,,96765,,,,,,,2938.814981,72.0,0,216.01091,Personal Auto,Two-Door Car
VX43756,Oregon,M,College,,32903,,,,,,,4911.002585,64.0,3,98.33116,Personal Auto,Four-Door Car
JZ61928,California,M,College,,22520,,,,,,,5498.940679,73.0,0,350.4,Corporate Auto,Four-Door Car
DT59560,California,F,High School or Below,,67486,,,,,,,4757.242856,118.0,0,529.493769,Personal Auto,Two-Door Car
CI99444,Nevada,F,College,,92381,,,,,,,2926.886293,72.0,0,234.774747,Special Auto,Four-Door Car
JF25129,California,M,Master,,26057,,,,,,,8509.850887,74.0,0,523.888845,Personal Auto,Four-Door Car
YB57848,Oregon,F,Doctor,,75716,,,,,,,9928.986032,247.0,0,562.088587,Personal Auto,Luxury Car
DJ27518,California,F,High School or Below,,63657,,,,,,,10089.79095,128.0,0,614.4,Corporate Auto,Sports Car
DO95670,Arizona,M,Doctor,,57709,,,,,,,5073.282126,125.0,0,600.0,Personal Auto,SUV
WV53830,Oregon,F,Master,,19614,,,,,,,16301.9676,85.0,0,574.024018,Personal Auto,Two-Door Car
LY30169,California,M,High School or Below,,75216,,,,,,,3360.269641,84.0,1,65.803328,Corporate Auto,Four-Door Car
AH41449,Nevada,M,College,,24666,,,,,,,7907.133288,101.0,0,151.835574,Personal Auto,Sports Car
GV21882,Nevada,F,High School or Below,,20799,,,,,,,28328.46548,111.0,0,388.995233,Personal Auto,Sports Car
FH14955,California,M,College,,0,,,,,,,4467.705159,64.0,0,307.2,Corporate Auto,Four-Door Car
JA60749,Oregon,F,High School or Below,,34337,,,,,,,9035.671134,113.0,0,542.4,Personal Auto,Four-Door Car
PB81005,Oregon,M,Bachelor,,53562,,,,,,,5364.469352,135.0,0,589.628918,Personal Auto,SUV
OY88200,Nevada,F,College,,22664,,,,,,,2706.606128,73.0,0,350.4,Personal Auto,Two-Door Car
ZT72561,Arizona,M,High School or Below,,27289,,,,,,,6167.854162,158.0,2,758.4,Personal Auto,Sports Car
ZF95586,Arizona,F,Master,,54831,,,,,,,2476.046413,61.0,0,136.2171,Personal Auto,Four-Door Car
LV44800,California,F,High School or Below,,78310,,,,,,,3056.990764,76.0,0,364.8,Personal Auto,Four-Door Car
FC46260,California,F,Bachelor,,39854,,,,,,,5217.513287,66.0,0,261.930545,Corporate Auto,Two-Door Car
HY68437,Oregon,M,High School or Below,,0,,,,,,,6744.190752,90.0,0,547.912576,Personal Auto,Four-Door Car
XL50897,Arizona,F,Master,,48096,,,,,,,15739.92367,131.0,0,450.090267,Personal Auto,Sports Car
AR83514,Arizona,F,High School or Below,,59522,,,,,,,7153.671737,89.0,0,427.2,Corporate Auto,Four-Door Car
NA43540,Washington,M,High School or Below,,0,,,,,,,8263.482214,79.0,1,46.464625,Corporate Auto,Two-Door Car
JP22499,California,M,Bachelor,,43285,,,,,,,3142.739611,83.0,0,265.742679,Corporate Auto,Two-Door Car
KW84736,California,M,College,,33104,,,,,,,2691.596929,70.0,1,336.0,Personal Auto,Two-Door Car
EU21305,Arizona,M,College,,56172,,,,,,,2500.837384,64.0,0,307.2,Personal Auto,Four-Door Car
YT96284,Oregon,M,Master,,83632,,,,,,,3728.873486,94.0,4,216.839496,Personal Auto,Four-Door Car
RH96816,Arizona,F,Bachelor,,0,,,,,,,2937.165583,81.0,0,388.8,Personal Auto,Two-Door Car
JB20173,California,M,Bachelor,,81439,,,,,,,10391.78109,90.0,1,108.118855,Personal Auto,Two-Door Car
RR73059,California,F,College,,55911,,,,,,,2994.351694,74.0,0,187.934331,Personal Auto,Four-Door Car
CH38655,Oregon,M,Bachelor,,90456,,,,,,,14203.6226,71.0,0,165.057816,Personal Auto,Four-Door Car
IG12691,Arizona,F,Bachelor,,0,,,,,,,4490.549093,64.0,0,254.404622,Personal Auto,Two-Door Car
NZ60700,Washington,M,High School or Below,,55687,,,,,,,10963.95723,276.0,0,1324.8,Personal Auto,Luxury SUV
JL21509,California,M,College,,20978,,,,,,,3508.569533,98.0,1,1176.2788,Personal Auto,Four-Door Car
GR76453,Oregon,M,High School or Below,,82093,,,,,,,4942.873707,62.0,0,266.932542,Personal Auto,Four-Door Car
US63915,Arizona,M,High School or Below,,51944,,,,,,,6218.662593,156.0,0,748.8,Corporate Auto,Sports Car
VY30333,Nevada,M,College,,78824,,,,,,,6156.363979,77.0,0,267.699403,Personal Auto,Four-Door Car
AC42963,California,M,Bachelor,,0,,,,,,,21423.63723,65.0,0,312.0,Special Auto,Two-Door Car
AT89553,California,M,College,,23091,,,,,,,5926.729379,96.0,5,460.8,Personal Auto,Four-Door Car
DN76322,Oregon,F,College,,24723,,,,,,,10295.46521,129.0,0,619.2,Corporate Auto,Sports Car
EZ48093,Arizona,M,Bachelor,,31998,,,,,,,2710.811423,69.0,0,331.2,Corporate Auto,Four-Door Car
DA34555,California,F,College,,80138,,,,,,,3363.004143,83.0,0,209.427344,Personal Auto,Four-Door Car
RK63095,California,M,College,,72916,,,,,,,3122.984111,80.0,0,384.0,Personal Auto,Two-Door Car
OG69038,Washington,F,High School or Below,,0,,,,,,,6220.765007,65.0,2,468.0,Corporate Auto,Four-Door Car
SO98684,California,F,High School or Below,,0,,,,,,,3455.17183,91.0,0,681.038959,Personal Auto,Four-Door Car
BZ85306,California,F,Bachelor,,0,,,,,,,11855.13545,170.0,0,1227.491941,Corporate Auto,SUV
EV14479,California,M,Bachelor,,44527,,,,,,,7163.796624,94.0,2,286.960016,Personal Auto,Four-Door Car
YD71702,Oregon,M,Bachelor,,46655,,,,,,,3157.551595,82.0,0,336.892624,Personal Auto,Four-Door Car
UC69263,California,M,Bachelor,,0,,,,,,,8336.08382,67.0,2,445.265108,Personal Auto,Two-Door Car
DH25145,Arizona,F,High School or Below,,26975,,,,,,,5809.261551,73.0,0,548.333667,Personal Auto,Two-Door Car
KU94282,Oregon,F,Master,,62900,,,,,,,10016.28847,62.0,0,83.897335,Personal Auto,Two-Door Car
UT18598,California,F,Bachelor,,14232,,,,,,,4914.731004,64.0,0,307.2,Personal Auto,Four-Door Car
DA40009,Washington,F,Bachelor,,34200,,,,,,,2750.540853,70.0,0,167.295936,Corporate Auto,Four-Door Car
HU87011,California,F,Bachelor,,0,,,,,,,5677.309793,77.0,0,369.6,Personal Auto,Four-Door Car
EK40672,California,M,College,,22981,,,,,,,2393.1169,69.0,0,16.80116,Personal Auto,Four-Door Car
ZH92587,Oregon,F,College,,14616,,,,,,,8126.766397,107.0,0,513.6,Personal Auto,SUV
EJ95100,California,F,Master,,0,,,,,,,2774.799523,74.0,0,355.2,Personal Auto,Four-Door Car
WS56675,Oregon,F,High School or Below,,88590,,,,,,,4300.901435,107.0,0,41.721538,Personal Auto,Two-Door Car
UF28233,Washington,F,High School or Below,,60445,,,,,,,5221.14469,65.0,0,279.450351,Personal Auto,Four-Door Car
HQ76003,Nevada,F,High School or Below,,40602,,,,,,,12383.5306,105.0,0,459.895876,Personal Auto,Sports Car
SS90882,Oregon,F,College,,66795,,,,,,,7680.748159,64.0,0,238.032027,Personal Auto,Four-Door Car
ZN71189,Oregon,F,Doctor,,37384,,,,,,,4014.453113,99.0,0,475.2,Personal Auto,Four-Door Car
VX85673,Arizona,F,High School or Below,,0,,,,,,,4250.282624,61.0,1,292.8,Personal Auto,Four-Door Car
NP19156,Arizona,F,Master,,28264,,,,,,,4624.557568,61.0,4,167.889924,Corporate Auto,Four-Door Car
ZV43428,Arizona,F,Bachelor,,33806,,,,,,,27789.69235,89.0,0,395.729716,Special Auto,Four-Door Car
NK53911,California,M,High School or Below,,79980,,,,,,,7345.897176,91.0,0,629.82071,Personal Auto,Two-Door Car
BG73480,Oregon,F,High School or Below,,64706,,,,,,,5323.866117,135.0,0,77.129691,Corporate Auto,SUV
VY58444,Nevada,F,College,,29660,,,,,,,4426.096934,112.0,0,334.133949,Personal Auto,SUV
SJ15498,Oregon,F,Bachelor,,26313,,,,,,,6852.36423,87.0,0,417.6,Corporate Auto,Two-Door Car
ZB71094,Oregon,M,Bachelor,,19861,,,,,,,3534.337809,93.0,0,446.4,Corporate Auto,Four-Door Car
UI99818,Oregon,F,College,,75648,,,,,,,4349.30875,108.0,0,112.660916,Personal Auto,SUV
WS24655,Oregon,F,College,,33992,,,,,,,29676.81386,194.0,1,931.2,Personal Auto,SUV
LZ98947,Nevada,F,Bachelor,,0,,,,,,,24238.66071,109.0,2,784.8,Personal Auto,SUV
IC94523,California,F,College,,25370,,,,,,,11638.89947,102.0,0,489.6,Personal Auto,Sports Car
TK59338,Arizona,M,College,,98036,,,,,,,13559.39395,113.0,0,662.444819,Personal Auto,SUV
BV36386,California,F,College,,40864,,,,,,,4282.947971,109.0,1,166.937747,Personal Auto,SUV
QT63794,California,F,Bachelor,,21150,,,,,,,9144.856285,116.0,0,833.417104,Personal Auto,SUV
LF36128,California,F,College,,49057,,,,,,,7434.270631,63.0,0,29.618152,Personal Auto,Two-Door Car
JK53304,California,F,High School or Below,,97658,,,,,,,6159.011684,76.0,1,364.8,Personal Auto,Four-Door Car
HU76577,California,M,Bachelor,,0,,,,,,,3883.398053,109.0,0,765.906271,Personal Auto,SUV
JG81480,Oregon,F,Bachelor,,25634,,,,,,,10622.51656,67.0,0,144.728404,Personal Auto,Four-Door Car
CC88237,California,M,High School or Below,,56154,,,,,,,5257.241485,67.0,0,386.160674,Personal Auto,Two-Door Car
OV64984,Arizona,M,Bachelor,,90892,,,,,,,4881.394894,61.0,0,102.322529,Personal Auto,Two-Door Car
VG45203,Nevada,F,College,,0,,,,,,,13197.92893,68.0,3,326.4,Personal Auto,Four-Door Car
YQ42353,Oregon,M,Doctor,,72960,,,,,,,5334.183231,68.0,1,143.535826,Personal Auto,Four-Door Car
AP46166,California,F,High School or Below,,0,,,,,,,4965.491316,73.0,1,525.6,Personal Auto,Two-Door Car
UI36374,Oregon,F,Bachelor,,54507,,,,,,,5470.060561,138.0,0,702.990032,Corporate Auto,SUV
ZR76229,Arizona,F,College,,81190,,,,,,,3713.790822,92.0,0,356.563616,Corporate Auto,Two-Door Car
ZD65365,Oregon,F,College,,28204,,,,,,,2894.583582,73.0,0,486.987555,Personal Auto,Four-Door Car
XI84293,Oregon,M,High School or Below,,0,,,,,,,1940.981221,66.0,3,475.2,Personal Auto,Two-Door Car
MT97446,California,F,Master,,26441,,,,,,,2647.204207,66.0,0,210.641776,Corporate Auto,Two-Door Car
GM48223,Oregon,F,Bachelor,,42650,,,,,,,5461.967787,69.0,0,35.565605,Personal Auto,Four-Door Car
YQ42614,Washington,M,High School or Below,,29195,,,,,,,2661.82351,68.0,0,448.181396,Personal Auto,Two-Door Car
ZK56389,Arizona,F,High School or Below,,22283,,,,,,,2397.036098,65.0,0,572.072106,Special Auto,Four-Door Car
MK19833,Arizona,M,College,,15383,,,,,,,4567.874448,61.0,0,292.8,Corporate Auto,Two-Door Car
TO12347,California,M,Bachelor,,16101,,,,,,,5534.569714,74.0,0,437.608909,Personal Auto,Four-Door Car
KE63160,Oregon,M,Bachelor,,27681,,,,,,,6057.07208,83.0,0,398.4,Personal Auto,Two-Door Car
SR49919,Arizona,F,Bachelor,,72540,,,,,,,10656.88195,88.0,0,631.743039,Personal Auto,Two-Door Car
CI38171,Washington,F,Bachelor,,42780,,,,,,,13798.47871,181.0,2,868.8,Personal Auto,Luxury SUV
VK42108,Washington,F,Bachelor,,57882,,,,,,,18060.47947,115.0,0,552.0,Corporate Auto,SUV
NB86692,Nevada,F,College,,60060,,,,,,,2690.477161,67.0,0,320.629479,Personal Auto,Four-Door Car
YN15967,California,M,College,,61160,,,,,,,7409.083969,96.0,0,354.530239,Corporate Auto,Two-Door Car
KU56071,Oregon,F,College,,93416,,,,,,,4991.535369,62.0,0,246.249051,Personal Auto,Two-Door Car
LN47910,Arizona,F,College,,83220,,,,,,,4434.028141,110.0,0,528.0,Personal Auto,Four-Door Car
CY80935,Oregon,M,High School or Below,,31226,,,,,,,14748.92373,93.0,0,446.4,Personal Auto,Four-Door Car
SA84892,California,F,High School or Below,,66982,,,,,,,4916.373221,121.0,0,871.2,Corporate Auto,SUV
LY93301,Oregon,M,Bachelor,,0,,,,,,,12495.73971,61.0,0,292.8,Corporate Auto,Two-Door Car
FG63647,Nevada,M,Bachelor,,0,,,,,,,12877.7765,117.0,0,561.6,Personal Auto,Four-Door Car
VX79712,Washington,M,Doctor,,27354,,,,,,,6775.924167,86.0,1,412.8,Personal Auto,Two-Door Car
UH59257,Washington,M,Doctor,,61726,,,,,,,7540.911474,96.0,2,689.507724,Personal Auto,Two-Door Car
ME84824,Arizona,M,College,,66839,,,,,,,5989.773931,154.0,0,739.2,Personal Auto,Sports Car
ZR68364,California,M,College,,60433,,,,,,,9171.000967,77.0,0,369.6,Personal Auto,Four-Door Car
WQ25142,California,M,Bachelor,,11538,,,,,,,21528.56723,82.0,0,393.6,Corporate Auto,Four-Door Car
OW84481,Nevada,M,High School or Below,,67837,,,,,,,2675.569927,69.0,4,430.477436,Personal Auto,Four-Door Car
FU77365,California,F,Bachelor,,40032,,,,,,,9246.223462,118.0,2,717.763724,Personal Auto,SUV
MR46875,Washington,M,Master,,41126,,,,,,,4860.580033,61.0,0,199.281404,Corporate Auto,Four-Door Car
PT46181,California,M,College,,65176,,,,,,,2471.145145,62.0,0,297.6,Personal Auto,Four-Door Car
LT41574,Oregon,F,Bachelor,,34717,,,,,,,2760.954751,70.0,2,336.0,Special Auto,Four-Door Car
WX16395,California,M,College,,0,,,,,,,4270.034394,122.0,0,725.870693,Personal Auto,SUV
HD82971,Arizona,F,High School or Below,,0,,,,,,,3136.082008,89.0,0,640.8,Personal Auto,Four-Door Car
ZC17276,California,M,Master,,0,,,,,,,7755.209719,110.0,0,528.0,Personal Auto,Four-Door Car
OR27665,Washington,F,Bachelor,,0,,,,,,,4927.707574,67.0,0,132.443705,Personal Auto,Two-Door Car
VO75043,Oregon,M,Bachelor,,0,,,,,,,6661.744145,95.0,0,456.0,Personal Auto,Four-Door Car
LZ78622,California,M,High School or Below,,44379,,,,,,,6529.911496,83.0,1,398.4,Special Auto,Four-Door Car
PK24825,Oregon,F,College,,0,,,,,,,3293.245706,94.0,0,676.8,Corporate Auto,Four-Door Car
HG93801,Arizona,M,High School or Below,,82730,,,,,,,5154.764074,127.0,0,442.521087,Corporate Auto,SUV
PJ36749,Washington,F,High School or Below,,37995,,,,,,,5597.12496,139.0,0,667.2,Personal Auto,SUV
IJ33473,California,F,Bachelor,,0,,,,,,,20766.66918,73.0,2,350.4,Personal Auto,Two-Door Car
CH96412,Oregon,F,Doctor,,85018,,,,,,,5423.136755,68.0,3,62.837764,Personal Auto,Four-Door Car
PR74833,Oregon,M,Bachelor,,0,,,,,,,5553.362689,89.0,1,640.8,Personal Auto,Two-Door Car
ZS36394,California,F,Bachelor,,0,,,,,,,5504.139033,73.0,0,350.4,Corporate Auto,Four-Door Car
DP50922,California,M,High School or Below,,72109,,,,,,,12663.99057,105.0,0,504.0,Personal Auto,Sports Car
VY23882,Arizona,M,Bachelor,,67798,,,,,,,5548.031892,69.0,0,331.2,Personal Auto,Four-Door Car
UH62357,Washington,F,High School or Below,,0,,,,,,,4389.945709,118.0,1,670.656551,Personal Auto,SUV
BG74433,Oregon,F,Bachelor,,0,,,,,,,2604.84712,74.0,0,532.8,Corporate Auto,Four-Door Car
TI19394,Oregon,M,College,,80714,,,,,,,2918.576189,72.0,0,345.6,Personal Auto,Four-Door Car
AQ91207,California,M,High School or Below,,38667,,,,,,,2487.649473,63.0,0,293.070538,Personal Auto,Four-Door Car
QL46987,Oregon,F,Bachelor,,34430,,,,,,,9082.833891,117.0,0,232.875794,Personal Auto,Four-Door Car
BS34332,Oregon,F,High School or Below,,83576,,,,,,,5557.934118,69.0,0,331.2,Personal Auto,Two-Door Car
IJ26642,Nevada,F,Bachelor,,35625,,,,,,,5107.163002,65.0,1,288.572108,Personal Auto,Four-Door Car
XS36281,Washington,F,College,,85718,,,,,,,5570.21583,139.0,1,540.173933,Personal Auto,Sports Car
SR47878,California,F,High School or Below,,74454,,,,,,,5595.389905,71.0,0,340.8,Personal Auto,Four-Door Car
HG53255,Nevada,M,College,,66146,,,,,,,11243.90285,96.0,0,250.697824,Personal Auto,Two-Door Car
QV65644,Oregon,M,High School or Below,,0,,,,,,,6113.869984,88.0,0,1034.799615,Personal Auto,Four-Door Car
ZW76597,California,F,Bachelor,,13215,,,,,,,5271.372558,74.0,1,443.772927,Corporate Auto,Four-Door Car
SM80235,Oregon,M,High School or Below,,62302,,,,,,,2746.921502,70.0,0,504.0,Personal Auto,Four-Door Car
FE24232,Nevada,F,High School or Below,,0,,,,,,,4729.970205,124.0,0,630.85509,Corporate Auto,Sports Car
BY78730,Oregon,F,High School or Below,,52583,,,,,,,8879.790017,113.0,0,528.20086,Special Auto,SUV
CR40615,Arizona,M,Bachelor,,22076,,,,,,,3106.48254,85.0,0,422.765363,Personal Auto,Four-Door Car
WL24392,Arizona,M,Bachelor,,94527,,,,,,,5860.16743,73.0,0,41.464402,Personal Auto,Four-Door Car
MZ81826,Arizona,F,High School or Below,,34337,,,,,,,9035.671134,113.0,0,542.4,Personal Auto,Four-Door Car
EO99750,Nevada,F,Master,,29053,,,,,,,7256.576235,181.0,0,404.95431,Personal Auto,Sports Car
HF82396,Oregon,F,High School or Below,,0,,,,,,,14428.86926,68.0,0,326.4,Personal Auto,Two-Door Car
DH68319,Oregon,F,College,,62506,,,,,,,2787.501453,69.0,0,331.2,Personal Auto,Two-Door Car
EG12987,California,F,Bachelor,,0,,,,,,,4845.002948,65.0,0,129.165554,Personal Auto,Two-Door Car
